"","gender","age","education","device","Z","SRT","CRT.RT","CRT.ACC","BDS","FDS","DSM","Matrix","CPT.C","CPT.D","Vis","Verb","TA.total","TA.errors","TA.mRT","TB.total","TB.errors","TB.mRT"
"7266","F","41-50","13-15","iPad","-2.75","519","1706","0.66",NA,"2","12","9",NA,"1.027",NA,NA,"72695","21","1214","98405","12","2206"
"7267","F","41-50","13-15","iPad","-2.5","503","1640","0.68",NA,"2","15","11",NA,"1.221","5",NA,"68845","19","1158","93623","11","2102"
"7268","F","41-50","13-15","iPad","-2.25","488","1575","0.71",NA,"3","18","12",NA,"1.415","6","6","64995","18","1103","88841","10","1999"
"7269","F","41-50","13-15","iPad","-2","473","1510","0.74",NA,"3","21","14",NA,"1.609","8","7","61146","16","1047","84060","9","1895"
"7270","F","41-50","13-15","iPad","-1.75","457","1445","0.77",NA,"4","24","15",NA,"1.803","9","9","57296","15","991","79278","8","1791"
"7271","F","41-50","13-15","iPad","-1.5","442","1379","0.79","2","4","27","16",NA,"1.997","10","10","53446","13","936","74496","7","1688"
"7272","F","41-50","13-15","iPad","-1.25","427","1314","0.82","3","4","30","18",NA,"2.191","11","12","49596","12","880","69714","6","1584"
"7273","F","41-50","13-15","iPad","-1","411","1249","0.85","3","5","34","19","0.068","2.385","12","13","45746","10","824","64932","6","1480"
"7274","F","41-50","13-15","iPad","-0.75","396","1183","0.88","4","5","37","21","0.175","2.579","13","14","41897","9","769","60150","5","1377"
"7275","F","41-50","13-15","iPad","-0.5","381","1118","0.91","4","6","40","22","0.282","2.773","14","16","38047","7","713","55368","4","1273"
"7276","F","41-50","13-15","iPad","-0.25","365","1053","0.93","5","6","43","23","0.39","2.967","15","17","34197","6","657","50586","3","1169"
"7277","F","41-50","13-15","iPad","0","350","988","0.96","5","6","46","25","0.497","3.161","16","19","30347","4","602","45804","2","1066"
"7278","F","41-50","13-15","iPad","0.25","335","922","0.99","6","7","49","26","0.604","3.354","17","20","26497","3","546","41023","1","962"
"7279","F","41-50","13-15","iPad","0.5","319","857",NA,"6","7","52","28","0.711","3.548","18","21","22648","1","490","36241","0","858"
"7280","F","41-50","13-15","iPad","0.75","304","792",NA,"7","8","55","29","0.818","3.742","19","23","18798",NA,"435","31459",NA,"755"
"7281","F","41-50","13-15","iPad","1","289","727",NA,"7","8","58","30","0.926","3.936","21","24","14948",NA,"379","26677",NA,"651"
"7282","F","41-50","13-15","iPad","1.25","273","661",NA,"7","9","61","32","1.033","4.13","22",NA,"11098",NA,"323","21895",NA,"547"
"7283","F","41-50","13-15","iPad","1.5","258","596",NA,"8","9","64","33","1.14","4.324","23",NA,"7248",NA,"268","17113",NA,"443"
"7284","F","41-50","13-15","iPad","1.75","243","531",NA,"8","9","68","35","1.247","4.518","24",NA,NA,NA,"212","12331",NA,"340"
"7285","F","41-50","13-15","iPad","2","227",NA,NA,"9","10","71",NA,"1.354","4.712",NA,NA,NA,NA,"156","7549",NA,"236"
"7286","F","41-50","13-15","iPad","2.25","212",NA,NA,"9","10","74",NA,"1.462","4.906",NA,NA,NA,NA,NA,NA,NA,NA
"7287","F","41-50","13-15","iPad","2.5",NA,NA,NA,"10","11","77",NA,"1.569","5.1",NA,NA,NA,NA,NA,NA,NA,NA
"7288","F","41-50","13-15","iPad","2.75",NA,NA,NA,"10","11","80",NA,"1.676","5.294",NA,NA,NA,NA,NA,NA,NA,NA
"7289","F","41-50","13-15","iPad","3",NA,NA,NA,"11",NA,"83",NA,"1.783","5.488",NA,NA,NA,NA,NA,NA,NA,NA
"7290","F","41-50","13-15","iPad","3.25",NA,NA,NA,NA,NA,"86",NA,"1.89","5.681",NA,NA,NA,NA,NA,NA,NA,NA
"7291","F","41-50","13-15","iPad","3.5",NA,NA,NA,NA,NA,"89",NA,"1.998","5.875",NA,NA,NA,NA,NA,NA,NA,NA
"7292","F","41-50","13-15","iPad","3.75",NA,NA,NA,NA,NA,"92",NA,"2.105","6.069",NA,NA,NA,NA,NA,NA,NA,NA
"7293","F","41-50","13-15","iPad","4",NA,NA,NA,NA,NA,"95",NA,"2.212","6.263",NA,NA,NA,NA,NA,NA,NA,NA
"7294","F","41-50","13-15","unknown","-4","601","2063","0.52",NA,NA,NA,"3",NA,NA,NA,NA,"99687",NA,"1693","127437","16","2899"
"7295","F","41-50","13-15","unknown","-3.75","585","1997","0.54",NA,NA,NA,"4",NA,NA,NA,NA,"95705",NA,"1635","122505","15","2792"
"7296","F","41-50","13-15","unknown","-3.5","568","1931","0.57",NA,NA,NA,"6",NA,"0.163",NA,NA,"91723",NA,"1577","117573","14","2685"
"7297","F","41-50","13-15","unknown","-3.25","551","1865","0.6",NA,NA,"5","7",NA,"0.359",NA,NA,"87741","24","1519","112641","13","2578"
"7298","F","41-50","13-15","unknown","-3","534","1799","0.63",NA,NA,"8","8",NA,"0.555",NA,NA,"83759","23","1461","107709","12","2471"
"7299","F","41-50","13-15","unknown","-2.75","518","1733","0.65",NA,"2","11","10",NA,"0.751",NA,NA,"79778","21","1403","102777","11","2364"
"7300","F","41-50","13-15","unknown","-2.5","501","1667","0.68",NA,"2","14","11",NA,"0.947","5",NA,"75796","20","1345","97845","11","2258"
"7301","F","41-50","13-15","unknown","-2.25","484","1601","0.71",NA,"3","17","13",NA,"1.143","6",NA,"71814","18","1288","92913","10","2151"
"7302","F","41-50","13-15","unknown","-2","468","1535","0.74",NA,"3","21","14",NA,"1.339","7","7","67832","17","1230","87981","9","2044"
"7303","F","41-50","13-15","unknown","-1.75","451","1469","0.77",NA,"4","24","15",NA,"1.535","8","8","63850","15","1172","83049","8","1937"
"7304","F","41-50","13-15","unknown","-1.5","434","1403","0.79","2","4","27","17",NA,"1.731","10","10","59868","14","1114","78117","7","1830"
"7305","F","41-50","13-15","unknown","-1.25","418","1337","0.82","3","4","30","18","0.015","1.927","11","11","55886","12","1056","73185","6","1723"
"7306","F","41-50","13-15","unknown","-1","401","1271","0.85","3","5","33","20","0.122","2.123","12","12","51904","11","998","68253","5","1616"
"7307","F","41-50","13-15","unknown","-0.75","384","1205","0.88","4","5","37","21","0.23","2.319","13","14","47922","9","940","63321","5","1509"
"7308","F","41-50","13-15","unknown","-0.5","367","1139","0.9","4","6","40","22","0.338","2.515","14","15","43941","7","883","58389","4","1402"
"7309","F","41-50","13-15","unknown","-0.25","351","1073","0.93","5","6","43","24","0.445","2.711","15","17","39959","6","825","53457","3","1295"
"7310","F","41-50","13-15","unknown","0","334","1007","0.96","5","6","46","25","0.553","2.907","16","18","35977","4","767","48525","2","1188"
"7311","F","41-50","13-15","unknown","0.25","317","941","0.99","6","7","50","27","0.66","3.103","17","19","31995","3","709","43593","1","1081"
"7312","F","41-50","13-15","unknown","0.5","301","875",NA,"6","7","53","28","0.768","3.298","18","21","28013","1","651","38661","0","974"
"7313","F","41-50","13-15","unknown","0.75","284","809",NA,"7","8","56","29","0.875","3.494","19","22","24031",NA,"593","33729",NA,"867"
"7314","F","41-50","13-15","unknown","1","267","743",NA,"7","8","59","31","0.983","3.69","20","24","20049",NA,"535","28797",NA,"760"
"7315","F","41-50","13-15","unknown","1.25","251","677",NA,"8","8","62","32","1.09","3.886","22","25","16067",NA,"477","23864",NA,"653"
"7316","F","41-50","13-15","unknown","1.5","234","611",NA,"8","9","66","34","1.198","4.082","23",NA,"12086",NA,"420","18932",NA,"546"
"7317","F","41-50","13-15","unknown","1.75","217","545",NA,"8","9","69","35","1.305","4.278","24",NA,"8104",NA,"362","14000",NA,"439"
"7318","F","41-50","13-15","unknown","2","201",NA,NA,"9","10","72",NA,"1.413","4.474",NA,NA,NA,NA,"304","9068",NA,"332"
"7319","F","41-50","13-15","unknown","2.25",NA,NA,NA,"9","10","75",NA,"1.52","4.67",NA,NA,NA,NA,"246",NA,NA,"225"
"7320","F","41-50","13-15","unknown","2.5",NA,NA,NA,"10","10","79",NA,"1.628","4.866",NA,NA,NA,NA,"188",NA,NA,NA
"7321","F","41-50","13-15","unknown","2.75",NA,NA,NA,"10","11","82",NA,"1.735","5.062",NA,NA,NA,NA,NA,NA,NA,NA
"7322","F","41-50","13-15","unknown","3",NA,NA,NA,"11",NA,"85",NA,"1.843","5.258",NA,NA,NA,NA,NA,NA,NA,NA
"7323","F","41-50","13-15","unknown","3.25",NA,NA,NA,NA,NA,"88",NA,"1.95","5.454",NA,NA,NA,NA,NA,NA,NA,NA
"7324","F","41-50","13-15","unknown","3.5",NA,NA,NA,NA,NA,"91",NA,"2.058","5.65",NA,NA,NA,NA,NA,NA,NA,NA
"7325","F","41-50","13-15","unknown","3.75",NA,NA,NA,NA,NA,"95",NA,"2.166","5.846",NA,NA,NA,NA,NA,NA,NA,NA
"7326","F","41-50","13-15","unknown","4",NA,NA,NA,NA,NA,"98",NA,"2.273","6.042",NA,NA,NA,NA,NA,NA,NA,NA
"7327","F","51-60","13-15","Windows","-4","570","2124","0.51",NA,NA,NA,"2",NA,NA,NA,NA,"100194",NA,"1707","127674","16","2907"
"7328","F","51-60","13-15","Windows","-3.75","555","2059","0.54",NA,NA,NA,"3",NA,NA,NA,NA,"96344",NA,"1651","122893","15","2804"
"7329","F","51-60","13-15","Windows","-3.5","540","1994","0.57",NA,NA,"3","5",NA,"0.1",NA,NA,"92494",NA,"1596","118111","14","2700"
"7330","F","51-60","13-15","Windows","-3.25","524","1928","0.59",NA,NA,"6","6",NA,"0.294",NA,NA,"88644","25","1540","113329","13","2596"
"7331","F","51-60","13-15","Windows","-3","509","1863","0.62",NA,NA,"9","7",NA,"0.488",NA,NA,"84794","23","1484","108547","12","2493"
"7332","F","51-60","13-15","Windows","-2.75","494","1798","0.65",NA,NA,"12","9",NA,"0.682",NA,NA,"80945","22","1429","103765","12","2389"
"7333","F","51-60","13-15","Windows","-2.5","478","1733","0.68",NA,"2","15","10",NA,"0.876",NA,NA,"77095","20","1373","98983","11","2285"
"7334","F","51-60","13-15","Windows","-2.25","463","1667","0.71",NA,"3","18","12",NA,"1.069","6",NA,"73245","19","1317","94201","10","2182"
"7335","F","51-60","13-15","Windows","-2","448","1602","0.73",NA,"3","21","13",NA,"1.263","7","6","69395","17","1262","89419","9","2078"
"7336","F","51-60","13-15","Windows","-1.75","432","1537","0.76",NA,"4","24","14",NA,"1.457","8","8","65545","16","1206","84637","8","1974"
"7337","F","51-60","13-15","Windows","-1.5","417","1472","0.79","2","4","27","16",NA,"1.651","9","9","61696","14","1150","79856","7","1870"
"7338","F","51-60","13-15","Windows","-1.25","402","1406","0.82","3","4","30","17",NA,"1.845","10","11","57846","13","1095","75074","6","1767"
"7339","F","51-60","13-15","Windows","-1","386","1341","0.84","3","5","33","19","0.079","2.039","11","12","53996","11","1039","70292","6","1663"
"7340","F","51-60","13-15","Windows","-0.75","371","1276","0.87","4","5","37","20","0.186","2.233","12","13","50146","10","983","65510","5","1559"
"7341","F","51-60","13-15","Windows","-0.5","356","1210","0.9","4","6","40","21","0.293","2.427","13","15","46296","8","928","60728","4","1456"
"7342","F","51-60","13-15","Windows","-0.25","340","1145","0.93","5","6","43","23","0.401","2.621","14","16","42447","7","872","55946","3","1352"
"7343","F","51-60","13-15","Windows","0","325","1080","0.96","5","6","46","24","0.508","2.815","16","17","38597","5","816","51164","2","1248"
"7344","F","51-60","13-15","Windows","0.25","310","1015","0.98","6","7","49","26","0.615","3.009","17","19","34747","3","761","46382","1","1145"
"7345","F","51-60","13-15","Windows","0.5","294","949",NA,"6","7","52","27","0.722","3.203","18","20","30897","2","705","41600","0","1041"
"7346","F","51-60","13-15","Windows","0.75","279","884",NA,"7","8","55","28","0.829","3.396","19","22","27047","0","649","36819",NA,"937"
"7347","F","51-60","13-15","Windows","1","264","819",NA,"7","8","58","30","0.937","3.59","20","23","23198",NA,"593","32037",NA,"834"
"7348","F","51-60","13-15","Windows","1.25","248","754",NA,"7","8","61","31","1.044","3.784","21","24","19348",NA,"538","27255",NA,"730"
"7349","F","51-60","13-15","Windows","1.5","233","688",NA,"8","9","64","33","1.151","3.978","22",NA,"15498",NA,"482","22473",NA,"626"
"7350","F","51-60","13-15","Windows","1.75","218","623",NA,"8","9","67","34","1.258","4.172","23",NA,"11648",NA,"426","17691",NA,"523"
"7351","F","51-60","13-15","Windows","2","202","558",NA,"9","10","70","36","1.365","4.366",NA,NA,"7798",NA,"371","12909",NA,"419"
"7352","F","51-60","13-15","Windows","2.25",NA,NA,NA,"9","10","74",NA,"1.473","4.56",NA,NA,NA,NA,"315","8127",NA,"315"
"7353","F","51-60","13-15","Windows","2.5",NA,NA,NA,"10","10","77",NA,"1.58","4.754",NA,NA,NA,NA,"259",NA,NA,"212"
"7354","F","51-60","13-15","Windows","2.75",NA,NA,NA,"10","11","80",NA,"1.687","4.948",NA,NA,NA,NA,"204",NA,NA,NA
"7355","F","51-60","13-15","Windows","3",NA,NA,NA,"11",NA,"83",NA,"1.794","5.142",NA,NA,NA,NA,NA,NA,NA,NA
"7356","F","51-60","13-15","Windows","3.25",NA,NA,NA,NA,NA,"86",NA,"1.901","5.336",NA,NA,NA,NA,NA,NA,NA,NA
"7357","F","51-60","13-15","Windows","3.5",NA,NA,NA,NA,NA,"89",NA,"2.009","5.53",NA,NA,NA,NA,NA,NA,NA,NA
"7358","F","51-60","13-15","Windows","3.75",NA,NA,NA,NA,NA,"92",NA,"2.116","5.723",NA,NA,NA,NA,NA,NA,NA,NA
"7359","F","51-60","13-15","Windows","4",NA,NA,NA,NA,NA,"95",NA,"2.223","5.917",NA,NA,NA,NA,NA,NA,NA,NA
"7360","F","51-60","13-15","Macintosh","-4","563","2087","0.51",NA,NA,NA,"2",NA,NA,NA,NA,"98905",NA,"1712","127028","16","2890"
"7361","F","51-60","13-15","Macintosh","-3.75","548","2022","0.54",NA,NA,NA,"3",NA,"0.036",NA,NA,"95055",NA,"1656","122246","15","2786"
"7362","F","51-60","13-15","Macintosh","-3.5","532","1957","0.57",NA,NA,"4","5",NA,"0.23",NA,NA,"91205",NA,"1601","117464","14","2683"
"7363","F","51-60","13-15","Macintosh","-3.25","517","1891","0.59",NA,NA,"7","6",NA,"0.424",NA,NA,"87355","24","1545","112682","13","2579"
"7364","F","51-60","13-15","Macintosh","-3","502","1826","0.62",NA,NA,"10","8",NA,"0.618",NA,NA,"83505","23","1489","107900","13","2475"
"7365","F","51-60","13-15","Macintosh","-2.75","486","1761","0.65",NA,"2","13","9",NA,"0.812",NA,NA,"79656","21","1434","103118","12","2372"
"7366","F","51-60","13-15","Macintosh","-2.5","471","1695","0.68",NA,"3","16","11",NA,"1.006","5",NA,"75806","20","1378","98336","11","2268"
"7367","F","51-60","13-15","Macintosh","-2.25","456","1630","0.71",NA,"3","19","12",NA,"1.2","6",NA,"71956","18","1322","93554","10","2164"
"7368","F","51-60","13-15","Macintosh","-2","440","1565","0.73",NA,"3","22","13",NA,"1.394","7","7","68106","17","1267","88772","9","2060"
"7369","F","51-60","13-15","Macintosh","-1.75","425","1500","0.76",NA,"4","25","15",NA,"1.588","8","8","64256","15","1211","83991","8","1957"
"7370","F","51-60","13-15","Macintosh","-1.5","410","1434","0.79","2","4","28","16",NA,"1.782","9","10","60407","14","1155","79209","7","1853"
"7371","F","51-60","13-15","Macintosh","-1.25","394","1369","0.82","3","5","31","18","0.023","1.975","11","11","56557","12","1100","74427","7","1749"
"7372","F","51-60","13-15","Macintosh","-1","379","1304","0.84","3","5","34","19","0.13","2.169","12","13","52707","11","1044","69645","6","1646"
"7373","F","51-60","13-15","Macintosh","-0.75","364","1239","0.87","4","5","38","20","0.237","2.363","13","14","48857","9","988","64863","5","1542"
"7374","F","51-60","13-15","Macintosh","-0.5","348","1173","0.9","4","6","41","22","0.344","2.557","14","15","45007","8","932","60081","4","1438"
"7375","F","51-60","13-15","Macintosh","-0.25","333","1108","0.93","5","6","44","23","0.451","2.751","15","17","41158","6","877","55299","3","1335"
"7376","F","51-60","13-15","Macintosh","0","318","1043","0.96","5","7","47","25","0.559","2.945","16","18","37308","5","821","50517","2","1231"
"7377","F","51-60","13-15","Macintosh","0.25","302","978","0.98","5","7","50","26","0.666","3.139","17","20","33458","3","765","45735","1","1127"
"7378","F","51-60","13-15","Macintosh","0.5","287","912",NA,"6","7","53","27","0.773","3.333","18","21","29608","1","710","40954","0","1024"
"7379","F","51-60","13-15","Macintosh","0.75","272","847",NA,"6","8","56","29","0.88","3.527","19","22","25758",NA,"654","36172",NA,"920"
"7380","F","51-60","13-15","Macintosh","1","256","782",NA,"7","8","59","30","0.987","3.721","20","24","21909",NA,"598","31390",NA,"816"
"7381","F","51-60","13-15","Macintosh","1.25","241","716",NA,"7","9","62","32","1.095","3.915","21",NA,"18059",NA,"543","26608",NA,"713"
"7382","F","51-60","13-15","Macintosh","1.5","226","651",NA,"8","9","65","33","1.202","4.109","23",NA,"14209",NA,"487","21826",NA,"609"
"7383","F","51-60","13-15","Macintosh","1.75","210","586",NA,"8","9","68","34","1.309","4.302","24",NA,"10359",NA,"431","17044",NA,"505"
"7384","F","51-60","13-15","Macintosh","2",NA,"521",NA,"9","10","72","36","1.416","4.496",NA,NA,"6509",NA,"376","12262",NA,"402"
"7385","F","51-60","13-15","Macintosh","2.25",NA,NA,NA,"9","10","75",NA,"1.523","4.69",NA,NA,NA,NA,"320","7480",NA,"298"
"7386","F","51-60","13-15","Macintosh","2.5",NA,NA,NA,"10","11","78",NA,"1.631","4.884",NA,NA,NA,NA,"264",NA,NA,"194"
"7387","F","51-60","13-15","Macintosh","2.75",NA,NA,NA,"10","11","81",NA,"1.738","5.078",NA,NA,NA,NA,"209",NA,NA,NA
"7388","F","51-60","13-15","Macintosh","3",NA,NA,NA,"11",NA,"84",NA,"1.845","5.272",NA,NA,NA,NA,"153",NA,NA,NA
"7389","F","51-60","13-15","Macintosh","3.25",NA,NA,NA,"11",NA,"87",NA,"1.952","5.466",NA,NA,NA,NA,NA,NA,NA,NA
"7390","F","51-60","13-15","Macintosh","3.5",NA,NA,NA,NA,NA,"90",NA,"2.059","5.66",NA,NA,NA,NA,NA,NA,NA,NA
"7391","F","51-60","13-15","Macintosh","3.75",NA,NA,NA,NA,NA,"93",NA,"2.167","5.854",NA,NA,NA,NA,NA,NA,NA,NA
"7392","F","51-60","13-15","Macintosh","4",NA,NA,NA,NA,NA,"96",NA,"2.274","6.048",NA,NA,NA,NA,NA,NA,NA,NA
"7393","F","51-60","13-15","Android Smartphone","-4","641","2218","0.52",NA,NA,NA,NA,NA,NA,NA,NA,"111735",NA,"1852","143084","16","3221"
"7394","F","51-60","13-15","Android Smartphone","-3.75","626","2153","0.55",NA,NA,NA,"2",NA,NA,NA,NA,"107885",NA,"1796","138302","15","3117"
"7395","F","51-60","13-15","Android Smartphone","-3.5","611","2087","0.57",NA,NA,NA,"4",NA,NA,NA,NA,"104035",NA,"1740","133520","15","3014"
"7396","F","51-60","13-15","Android Smartphone","-3.25","595","2022","0.6",NA,NA,NA,"5",NA,"0.079",NA,NA,"100185",NA,"1685","128738","14","2910"
"7397","F","51-60","13-15","Android Smartphone","-3","580","1957","0.63",NA,NA,NA,"6",NA,"0.273",NA,NA,"96336","24","1629","123956","13","2806"
"7398","F","51-60","13-15","Android Smartphone","-2.75","565","1892","0.66",NA,NA,"4","8",NA,"0.466",NA,NA,"92486","23","1573","119174","12","2703"
"7399","F","51-60","13-15","Android Smartphone","-2.5","549","1826","0.69",NA,"2","7","9",NA,"0.66",NA,NA,"88636","21","1517","114392","11","2599"
"7400","F","51-60","13-15","Android Smartphone","-2.25","534","1761","0.71",NA,"2","10","11",NA,"0.854",NA,NA,"84786","20","1462","109611","10","2495"
"7401","F","51-60","13-15","Android Smartphone","-2","519","1696","0.74",NA,"3","13","12",NA,"1.048","6",NA,"80936","18","1406","104829","9","2392"
"7402","F","51-60","13-15","Android Smartphone","-1.75","503","1630","0.77",NA,"3","16","14",NA,"1.242","7","7","77087","17","1350","100047","9","2288"
"7403","F","51-60","13-15","Android Smartphone","-1.5","488","1565","0.8","2","4","19","15",NA,"1.436","8","8","73237","15","1295","95265","8","2184"
"7404","F","51-60","13-15","Android Smartphone","-1.25","473","1500","0.82","3","4","22","16",NA,"1.63","9","9","69387","14","1239","90483","7","2081"
"7405","F","51-60","13-15","Android Smartphone","-1","457","1435","0.85","3","4","25","18","0.033","1.824","10","11","65537","12","1183","85701","6","1977"
"7406","F","51-60","13-15","Android Smartphone","-0.75","442","1369","0.88","3","5","28","19","0.14","2.018","11","12","61687","10","1128","80919","5","1873"
"7407","F","51-60","13-15","Android Smartphone","-0.5","427","1304","0.91","4","5","31","21","0.247","2.212","12","13","57838","9","1072","76137","4","1770"
"7408","F","51-60","13-15","Android Smartphone","-0.25","411","1239","0.94","4","6","34","22","0.355","2.406","13","15","53988","7","1016","71355","3","1666"
"7409","F","51-60","13-15","Android Smartphone","0","396","1174","0.96","5","6","37","23","0.462","2.6","14","16","50138","6","961","66573","2","1562"
"7410","F","51-60","13-15","Android Smartphone","0.25","381","1108","0.99","5","7","41","25","0.569","2.793","16","18","46288","4","905","61792","2","1459"
"7411","F","51-60","13-15","Android Smartphone","0.5","365","1043",NA,"6","7","44","26","0.676","2.987","17","19","42438","3","849","57010","1","1355"
"7412","F","51-60","13-15","Android Smartphone","0.75","350","978",NA,"6","7","47","28","0.783","3.181","18","20","38589","1","794","52228",NA,"1251"
"7413","F","51-60","13-15","Android Smartphone","1","335","913",NA,"7","8","50","29","0.891","3.375","19","22","34739",NA,"738","47446",NA,"1148"
"7414","F","51-60","13-15","Android Smartphone","1.25","319","847",NA,"7","8","53","30","0.998","3.569","20","23","30889",NA,"682","42664",NA,"1044"
"7415","F","51-60","13-15","Android Smartphone","1.5","304","782",NA,"8","9","56","32","1.105","3.763","21","24","27039",NA,"627","37882",NA,"940"
