"","gender","age","education","device","Z","SRT","CRT.RT","CRT.ACC","BDS","FDS","DSM","Matrix","CPT.C","CPT.D","Vis","Verb","TA.total","TA.errors","TA.mRT","TB.total","TB.errors","TB.mRT"
"7076","F","31-40","13-15","iPad","-0.75","386","1120","0.87","4","5","40","21","0.232","2.578","13","15","38297","8","718","56599","4","1303"
"7077","F","31-40","13-15","iPad","-0.5","370","1055","0.9","4","6","43","23","0.339","2.772","14","16","34447","6","662","51817","4","1200"
"7078","F","31-40","13-15","iPad","-0.25","355","989","0.93","5","6","46","24","0.446","2.966","16","18","30597","5","607","47035","3","1096"
"7079","F","31-40","13-15","iPad","0","340","924","0.96","5","7","49","26","0.554","3.16","17","19","26747","3","551","42253","2","992"
"7080","F","31-40","13-15","iPad","0.25","324","859","0.98","6","7","53","27","0.661","3.354","18","20","22898","2","495","37471","1","889"
"7081","F","31-40","13-15","iPad","0.5","309","794",NA,"6","7","56","28","0.768","3.548","19","22","19048","0","440","32689","0","785"
"7082","F","31-40","13-15","iPad","0.75","294","728",NA,"7","8","59","30","0.875","3.742","20","23","15198",NA,"384","27907",NA,"681"
"7083","F","31-40","13-15","iPad","1","278","663",NA,"7","8","62","31","0.982","3.936","21","25","11348",NA,"328","23126",NA,"578"
"7084","F","31-40","13-15","iPad","1.25","263","598",NA,"8","9","65","33","1.09","4.13","22",NA,"7498",NA,"273","18344",NA,"474"
"7085","F","31-40","13-15","iPad","1.5","248","533",NA,"8","9","68","34","1.197","4.324","23",NA,NA,NA,"217","13562",NA,"370"
"7086","F","31-40","13-15","iPad","1.75","232",NA,NA,"9","9","71","35","1.304","4.518",NA,NA,NA,NA,"161","8780",NA,"267"
"7087","F","31-40","13-15","iPad","2","217",NA,NA,"9","10","74",NA,"1.411","4.711",NA,NA,NA,NA,NA,NA,NA,"163"
"7088","F","31-40","13-15","iPad","2.25","202",NA,NA,"9","10","77",NA,"1.518","4.905",NA,NA,NA,NA,NA,NA,NA,NA
"7089","F","31-40","13-15","iPad","2.5",NA,NA,NA,"10","11","80",NA,"1.626","5.099",NA,NA,NA,NA,NA,NA,NA,NA
"7090","F","31-40","13-15","iPad","2.75",NA,NA,NA,"10","11","83",NA,"1.733","5.293",NA,NA,NA,NA,NA,NA,NA,NA
"7091","F","31-40","13-15","iPad","3",NA,NA,NA,"11",NA,"87",NA,"1.84","5.487",NA,NA,NA,NA,NA,NA,NA,NA
"7092","F","31-40","13-15","iPad","3.25",NA,NA,NA,NA,NA,"90",NA,"1.947","5.681",NA,NA,NA,NA,NA,NA,NA,NA
"7093","F","31-40","13-15","iPad","3.5",NA,NA,NA,NA,NA,"93",NA,"2.054","5.875",NA,NA,NA,NA,NA,NA,NA,NA
"7094","F","31-40","13-15","iPad","3.75",NA,NA,NA,NA,NA,"96",NA,"2.162","6.069",NA,NA,NA,NA,NA,NA,NA,NA
"7095","F","31-40","13-15","iPad","4",NA,NA,NA,NA,NA,"99",NA,"2.269","6.263",NA,NA,NA,NA,NA,NA,NA,NA
"7096","F","31-40","13-15","unknown","-4","591","2001","0.51",NA,NA,NA,"3",NA,NA,NA,NA,"96435",NA,"1650","124131","15","2834"
"7097","F","31-40","13-15","unknown","-3.75","574","1935","0.54",NA,NA,NA,"5",NA,NA,NA,NA,"92453",NA,"1593","119199","15","2727"
"7098","F","31-40","13-15","unknown","-3.5","558","1870","0.57",NA,NA,"5","6",NA,"0.149",NA,NA,"88471",NA,"1535","114267","14","2620"
"7099","F","31-40","13-15","unknown","-3.25","541","1804","0.59",NA,NA,"8","8",NA,"0.345",NA,NA,"84489","24","1477","109335","13","2513"
"7100","F","31-40","13-15","unknown","-3","524","1738","0.62",NA,NA,"11","9",NA,"0.541",NA,NA,"80507","22","1419","104403","12","2406"
"7101","F","31-40","13-15","unknown","-2.75","508","1672","0.65",NA,"2","15","11",NA,"0.737",NA,NA,"76525","20","1361","99471","11","2299"
"7102","F","31-40","13-15","unknown","-2.5","491","1606","0.68",NA,"2","18","12",NA,"0.933","6",NA,"72543","19","1303","94539","10","2192"
"7103","F","31-40","13-15","unknown","-2.25","474","1540","0.7",NA,"3","21","13",NA,"1.129","7",NA,"68561","17","1245","89607","9","2085"
"7104","F","31-40","13-15","unknown","-2","458","1474","0.73",NA,"3","24","15",NA,"1.325","8","7","64580","16","1188","84675","9","1978"
"7105","F","31-40","13-15","unknown","-1.75","441","1408","0.76","2","4","27","16",NA,"1.521","9","9","60598","14","1130","79743","8","1871"
"7106","F","31-40","13-15","unknown","-1.5","424","1342","0.79","3","4","31","18",NA,"1.717","10","10","56616","13","1072","74811","7","1764"
"7107","F","31-40","13-15","unknown","-1.25","407","1276","0.82","3","5","34","19","0.073","1.913","11","12","52634","11","1014","69879","6","1658"
"7108","F","31-40","13-15","unknown","-1","391","1210","0.84","3","5","37","20","0.181","2.109","12","13","48652","10","956","64947","5","1551"
"7109","F","31-40","13-15","unknown","-0.75","374","1144","0.87","4","5","40","22","0.288","2.305","13","14","44670","8","898","60015","4","1444"
"7110","F","31-40","13-15","unknown","-0.5","357","1078","0.9","4","6","43","23","0.396","2.501","14","16","40688","7","840","55083","3","1337"
"7111","F","31-40","13-15","unknown","-0.25","341","1012","0.93","5","6","47","25","0.503","2.696","15","17","36706","5","782","50151","3","1230"
"7112","F","31-40","13-15","unknown","0","324","946","0.95","5","7","50","26","0.611","2.892","16","18","32725","4","725","45219","2","1123"
"7113","F","31-40","13-15","unknown","0.25","307","880","0.98","6","7","53","27","0.718","3.088","18","20","28743","2","667","40287","1","1016"
"7114","F","31-40","13-15","unknown","0.5","291","814",NA,"6","7","56","29","0.826","3.284","19","21","24761","0","609","35355",NA,"909"
"7115","F","31-40","13-15","unknown","0.75","274","748",NA,"7","8","60","30","0.933","3.48","20","23","20779",NA,"551","30423",NA,"802"
"7116","F","31-40","13-15","unknown","1","257","682",NA,"7","8","63","32","1.041","3.676","21","24","16797",NA,"493","25491",NA,"695"
"7117","F","31-40","13-15","unknown","1.25","240","616",NA,"8","9","66","33","1.148","3.872","22",NA,"12815",NA,"435","20559",NA,"588"
"7118","F","31-40","13-15","unknown","1.5","224","550",NA,"8","9","69","34","1.256","4.068","23",NA,"8833",NA,"377","15627",NA,"481"
"7119","F","31-40","13-15","unknown","1.75","207",NA,NA,"9","9","72","36","1.363","4.264",NA,NA,NA,NA,"320","10695",NA,"374"
"7120","F","31-40","13-15","unknown","2",NA,NA,NA,"9","10","76",NA,"1.471","4.46",NA,NA,NA,NA,"262","5763",NA,"267"
"7121","F","31-40","13-15","unknown","2.25",NA,NA,NA,"9","10","79",NA,"1.578","4.656",NA,NA,NA,NA,"204",NA,NA,"160"
"7122","F","31-40","13-15","unknown","2.5",NA,NA,NA,"10","11","82",NA,"1.686","4.852",NA,NA,NA,NA,NA,NA,NA,NA
"7123","F","31-40","13-15","unknown","2.75",NA,NA,NA,"10","11","85",NA,"1.793","5.048",NA,NA,NA,NA,NA,NA,NA,NA
"7124","F","31-40","13-15","unknown","3",NA,NA,NA,"11",NA,"88",NA,"1.901","5.244",NA,NA,NA,NA,NA,NA,NA,NA
"7125","F","31-40","13-15","unknown","3.25",NA,NA,NA,NA,NA,"92",NA,"2.008","5.44",NA,NA,NA,NA,NA,NA,NA,NA
"7126","F","31-40","13-15","unknown","3.5",NA,NA,NA,NA,NA,"95",NA,"2.116","5.636",NA,NA,NA,NA,NA,NA,NA,NA
"7127","F","31-40","13-15","unknown","3.75",NA,NA,NA,NA,NA,"98",NA,"2.224","5.832",NA,NA,NA,NA,NA,NA,NA,NA
"7128","F","31-40","13-15","unknown","4",NA,NA,NA,NA,NA,"101",NA,"2.331","6.028",NA,NA,NA,NA,NA,NA,NA,NA
"7129","F","41-50","13-15","Windows","-4","560","2035","0.51",NA,NA,NA,"3",NA,NA,NA,NA,"96531",NA,"1655","122768","16","2810"
"7130","F","41-50","13-15","Windows","-3.75","544","1969","0.54",NA,NA,"3","4",NA,NA,NA,NA,"92681",NA,"1599","117986","15","2706"
"7131","F","41-50","13-15","Windows","-3.5","529","1904","0.57",NA,NA,"6","6",NA,"0.194",NA,NA,"88831",NA,"1543","113204","14","2602"
"7132","F","41-50","13-15","Windows","-3.25","514","1839","0.6",NA,NA,"10","7",NA,"0.387",NA,NA,"84981","24","1488","108422","13","2498"
"7133","F","41-50","13-15","Windows","-3","498","1774","0.62",NA,NA,"13","9",NA,"0.581",NA,NA,"81132","23","1432","103640","12","2395"
"7134","F","41-50","13-15","Windows","-2.75","483","1708","0.65",NA,"2","16","10",NA,"0.775",NA,NA,"77282","21","1376","98858","11","2291"
"7135","F","41-50","13-15","Windows","-2.5","468","1643","0.68",NA,"3","19","12",NA,"0.969","6",NA,"73432","20","1321","94076","10","2187"
"7136","F","41-50","13-15","Windows","-2.25","452","1578","0.71",NA,"3","22","13",NA,"1.163","7",NA,"69582","18","1265","89294","10","2084"
"7137","F","41-50","13-15","Windows","-2","437","1512","0.73",NA,"3","25","14",NA,"1.357","8","7","65732","17","1209","84513","9","1980"
"7138","F","41-50","13-15","Windows","-1.75","422","1447","0.76","2","4","28","16",NA,"1.551","9","9","61883","15","1154","79731","8","1876"
"7139","F","41-50","13-15","Windows","-1.5","406","1382","0.79","3","4","31","17",NA,"1.745","10","10","58033","14","1098","74949","7","1773"
"7140","F","41-50","13-15","Windows","-1.25","391","1317","0.82","3","5","34","19","0.031","1.939","11","11","54183","12","1042","70167","6","1669"
"7141","F","41-50","13-15","Windows","-1","376","1251","0.85","3","5","37","20","0.138","2.133","12","13","50333","10","987","65385","5","1565"
"7142","F","41-50","13-15","Windows","-0.75","360","1186","0.87","4","5","40","21","0.245","2.327","13","14","46483","9","931","60603","4","1462"
"7143","F","41-50","13-15","Windows","-0.5","345","1121","0.9","4","6","43","23","0.353","2.52","14","15","42634","7","875","55821","3","1358"
"7144","F","41-50","13-15","Windows","-0.25","330","1056","0.93","5","6","47","24","0.46","2.714","15","17","38784","6","820","51039","3","1254"
"7145","F","41-50","13-15","Windows","0","314","990","0.96","5","7","50","26","0.567","2.908","16","18","34934","4","764","46257","2","1151"
"7146","F","41-50","13-15","Windows","0.25","299","925","0.98","6","7","53","27","0.674","3.102","17","20","31084","3","708","41475","1","1047"
"7147","F","41-50","13-15","Windows","0.5","284","860",NA,"6","7","56","28","0.781","3.296","19","21","27234","1","652","36694","0","943"
"7148","F","41-50","13-15","Windows","0.75","268","795",NA,"7","8","59","30","0.889","3.49","20","22","23385",NA,"597","31912",NA,"840"
"7149","F","41-50","13-15","Windows","1","253","729",NA,"7","8","62","31","0.996","3.684","21","24","19535",NA,"541","27130",NA,"736"
"7150","F","41-50","13-15","Windows","1.25","238","664",NA,"8","9","65","33","1.103","3.878","22",NA,"15685",NA,"485","22348",NA,"632"
"7151","F","41-50","13-15","Windows","1.5","222","599",NA,"8","9","68","34","1.21","4.072","23",NA,"11835",NA,"430","17566",NA,"529"
"7152","F","41-50","13-15","Windows","1.75","207","533",NA,"9","9","71","35","1.317","4.266","24",NA,"7985",NA,"374","12784",NA,"425"
"7153","F","41-50","13-15","Windows","2",NA,NA,NA,"9","10","74",NA,"1.425","4.46",NA,NA,NA,NA,"318","8002",NA,"321"
"7154","F","41-50","13-15","Windows","2.25",NA,NA,NA,"10","10","77",NA,"1.532","4.654",NA,NA,NA,NA,"263",NA,NA,"218"
"7155","F","41-50","13-15","Windows","2.5",NA,NA,NA,"10","11","80",NA,"1.639","4.847",NA,NA,NA,NA,"207",NA,NA,NA
"7156","F","41-50","13-15","Windows","2.75",NA,NA,NA,"10","11","84",NA,"1.746","5.041",NA,NA,NA,NA,"151",NA,NA,NA
"7157","F","41-50","13-15","Windows","3",NA,NA,NA,"11",NA,"87",NA,"1.853","5.235",NA,NA,NA,NA,NA,NA,NA,NA
"7158","F","41-50","13-15","Windows","3.25",NA,NA,NA,NA,NA,"90",NA,"1.961","5.429",NA,NA,NA,NA,NA,NA,NA,NA
"7159","F","41-50","13-15","Windows","3.5",NA,NA,NA,NA,NA,"93",NA,"2.068","5.623",NA,NA,NA,NA,NA,NA,NA,NA
"7160","F","41-50","13-15","Windows","3.75",NA,NA,NA,NA,NA,"96",NA,"2.175","5.817",NA,NA,NA,NA,NA,NA,NA,NA
"7161","F","41-50","13-15","Windows","4",NA,NA,NA,NA,NA,"99",NA,"2.282","6.011",NA,NA,NA,NA,NA,NA,NA,NA
"7162","F","41-50","13-15","Macintosh","-4","552","1998","0.51",NA,NA,NA,"3",NA,NA,NA,NA,"95242",NA,"1660","122121","16","2792"
"7163","F","41-50","13-15","Macintosh","-3.75","537","1932","0.54",NA,NA,"4","5",NA,"0.13",NA,NA,"91392",NA,"1604","117339","15","2689"
"7164","F","41-50","13-15","Macintosh","-3.5","522","1867","0.57",NA,NA,"7","6",NA,"0.324",NA,NA,"87542",NA,"1548","112557","14","2585"
"7165","F","41-50","13-15","Macintosh","-3.25","506","1802","0.59",NA,NA,"11","8",NA,"0.518",NA,NA,"83692","24","1493","107775","13","2481"
"7166","F","41-50","13-15","Macintosh","-3","491","1736","0.62",NA,NA,"14","9",NA,"0.712",NA,NA,"79843","22","1437","102993","12","2377"
"7167","F","41-50","13-15","Macintosh","-2.75","476","1671","0.65",NA,"2","17","10",NA,"0.906",NA,NA,"75993","21","1381","98211","11","2274"
"7168","F","41-50","13-15","Macintosh","-2.5","460","1606","0.68",NA,"3","20","12",NA,"1.1","6",NA,"72143","19","1326","93429","10","2170"
"7169","F","41-50","13-15","Macintosh","-2.25","445","1541","0.71",NA,"3","23","13",NA,"1.293","7","7","68293","18","1270","88648","10","2066"
"7170","F","41-50","13-15","Macintosh","-2","430","1475","0.73",NA,"3","26","15",NA,"1.487","8","8","64443","16","1214","83866","9","1963"
"7171","F","41-50","13-15","Macintosh","-1.75","414","1410","0.76",NA,"4","29","16",NA,"1.681","9","9","60594","15","1159","79084","8","1859"
"7172","F","41-50","13-15","Macintosh","-1.5","399","1345","0.79","2","4","32","17",NA,"1.875","10","11","56744","13","1103","74302","7","1755"
"7173","F","41-50","13-15","Macintosh","-1.25","384","1280","0.82","3","5","35","19","0.082","2.069","11","12","52894","12","1047","69520","6","1652"
"7174","F","41-50","13-15","Macintosh","-1","368","1214","0.84","3","5","38","20","0.189","2.263","12","13","49044","10","991","64738","5","1548"
"7175","F","41-50","13-15","Macintosh","-0.75","353","1149","0.87","4","5","41","22","0.296","2.457","14","15","45194","8","936","59956","4","1444"
"7176","F","41-50","13-15","Macintosh","-0.5","338","1084","0.9","4","6","44","23","0.403","2.651","15","16","41345","7","880","55174","4","1341"
"7177","F","41-50","13-15","Macintosh","-0.25","322","1018","0.93","5","6","48","24","0.511","2.845","16","18","37495","5","824","50392","3","1237"
"7178","F","41-50","13-15","Macintosh","0","307","953","0.96","5","7","51","26","0.618","3.039","17","19","33645","4","769","45611","2","1133"
"7179","F","41-50","13-15","Macintosh","0.25","292","888","0.98","6","7","54","27","0.725","3.233","18","20","29795","2","713","40829","1","1030"
"7180","F","41-50","13-15","Macintosh","0.5","276","823",NA,"6","7","57","29","0.832","3.427","19","22","25945","1","657","36047","0","926"
"7181","F","41-50","13-15","Macintosh","0.75","261","757",NA,"7","8","60","30","0.939","3.62","20","23","22096",NA,"602","31265",NA,"822"
"7182","F","41-50","13-15","Macintosh","1","246","692",NA,"7","8","63","31","1.047","3.814","21","24","18246",NA,"546","26483",NA,"719"
"7183","F","41-50","13-15","Macintosh","1.25","230","627",NA,"7","9","66","33","1.154","4.008","22",NA,"14396",NA,"490","21701",NA,"615"
"7184","F","41-50","13-15","Macintosh","1.5","215","562",NA,"8","9","69","34","1.261","4.202","23",NA,"10546",NA,"435","16919",NA,"511"
"7185","F","41-50","13-15","Macintosh","1.75",NA,NA,NA,"8","9","72","36","1.368","4.396",NA,NA,"6696",NA,"379","12137",NA,"408"
"7186","F","41-50","13-15","Macintosh","2",NA,NA,NA,"9","10","75",NA,"1.475","4.59",NA,NA,NA,NA,"323","7355",NA,"304"
"7187","F","41-50","13-15","Macintosh","2.25",NA,NA,NA,"9","10","78",NA,"1.583","4.784",NA,NA,NA,NA,"268",NA,NA,"200"
"7188","F","41-50","13-15","Macintosh","2.5",NA,NA,NA,"10","11","81",NA,"1.69","4.978",NA,NA,NA,NA,"212",NA,NA,NA
"7189","F","41-50","13-15","Macintosh","2.75",NA,NA,NA,"10",NA,"85",NA,"1.797","5.172",NA,NA,NA,NA,"156",NA,NA,NA
"7190","F","41-50","13-15","Macintosh","3",NA,NA,NA,"11",NA,"88",NA,"1.904","5.366",NA,NA,NA,NA,NA,NA,NA,NA
"7191","F","41-50","13-15","Macintosh","3.25",NA,NA,NA,NA,NA,"91",NA,"2.011","5.56",NA,NA,NA,NA,NA,NA,NA,NA
"7192","F","41-50","13-15","Macintosh","3.5",NA,NA,NA,NA,NA,"94",NA,"2.119","5.753",NA,NA,NA,NA,NA,NA,NA,NA
"7193","F","41-50","13-15","Macintosh","3.75",NA,NA,NA,NA,NA,"97",NA,"2.226","5.947",NA,NA,NA,NA,NA,NA,NA,NA
"7194","F","41-50","13-15","Macintosh","4",NA,NA,NA,NA,NA,"100",NA,"2.333","6.141",NA,NA,NA,NA,NA,NA,NA,NA
"7195","F","41-50","13-15","Android Smartphone","-4","631","2128","0.52",NA,NA,NA,"2",NA,NA,NA,NA,"108072",NA,"1799","138177","16","3123"
"7196","F","41-50","13-15","Android Smartphone","-3.75","615","2063","0.55",NA,NA,NA,"4",NA,NA,NA,NA,"104222",NA,"1744","133395","15","3020"
"7197","F","41-50","13-15","Android Smartphone","-3.5","600","1998","0.58",NA,NA,NA,"5",NA,NA,NA,NA,"100372",NA,"1688","128613","14","2916"
"7198","F","41-50","13-15","Android Smartphone","-3.25","585","1933","0.6",NA,NA,NA,"6",NA,"0.172",NA,NA,"96523",NA,"1632","123831","13","2812"
"7199","F","41-50","13-15","Android Smartphone","-3","569","1867","0.63",NA,NA,"4","8",NA,"0.366",NA,NA,"92673","24","1576","119049","13","2709"
"7200","F","41-50","13-15","Android Smartphone","-2.75","554","1802","0.66",NA,NA,"7","9",NA,"0.56",NA,NA,"88823","22","1521","114268","12","2605"
"7201","F","41-50","13-15","Android Smartphone","-2.5","539","1737","0.69",NA,"2","10","11",NA,"0.754",NA,NA,"84973","21","1465","109486","11","2501"
"7202","F","41-50","13-15","Android Smartphone","-2.25","523","1671","0.71",NA,"3","14","12",NA,"0.948","6",NA,"81123","19","1409","104704","10","2398"
"7203","F","41-50","13-15","Android Smartphone","-2","508","1606","0.74",NA,"3","17","13",NA,"1.142","7","6","77274","17","1354","99922","9","2294"
"7204","F","41-50","13-15","Android Smartphone","-1.75","493","1541","0.77",NA,"3","20","15",NA,"1.336","8","7","73424","16","1298","95140","8","2190"
"7205","F","41-50","13-15","Android Smartphone","-1.5","477","1476","0.8","2","4","23","16",NA,"1.53","9","9","69574","14","1242","90358","7","2087"
"7206","F","41-50","13-15","Android Smartphone","-1.25","462","1410","0.83","3","4","26","18",NA,"1.724","10","10","65724","13","1187","85576","6","1983"
"7207","F","41-50","13-15","Android Smartphone","-1","447","1345","0.85","3","5","29","19","0.092","1.918","11","12","61874","11","1131","80794","6","1879"
"7208","F","41-50","13-15","Android Smartphone","-0.75","431","1280","0.88","4","5","32","20","0.199","2.111","12","13","58025","10","1075","76012","5","1776"
"7209","F","41-50","13-15","Android Smartphone","-0.5","416","1215","0.91","4","5","35","22","0.307","2.305","13","14","54175","8","1020","71230","4","1672"
"7210","F","41-50","13-15","Android Smartphone","-0.25","401","1149","0.94","5","6","38","23","0.414","2.499","14","16","50325","7","964","66449","3","1568"
"7211","F","41-50","13-15","Android Smartphone","0","385","1084","0.96","5","6","41","25","0.521","2.693","15","17","46475","5","908","61667","2","1465"
"7212","F","41-50","13-15","Android Smartphone","0.25","370","1019","0.99","5","7","44","26","0.628","2.887","16","18","42625","4","853","56885","1","1361"
"7213","F","41-50","13-15","Android Smartphone","0.5","355","954",NA,"6","7","47","27","0.735","3.081","17","20","38776","2","797","52103","0","1257"
"7214","F","41-50","13-15","Android Smartphone","0.75","339","888",NA,"6","7","51","29","0.843","3.275","19","21","34926","1","741","47321",NA,"1154"
"7215","F","41-50","13-15","Android Smartphone","1","324","823",NA,"7","8","54","30","0.95","3.469","20","23","31076",NA,"686","42539",NA,"1050"
"7216","F","41-50","13-15","Android Smartphone","1.25","309","758",NA,"7","8","57","32","1.057","3.663","21","24","27226",NA,"630","37757",NA,"946"
"7217","F","41-50","13-15","Android Smartphone","1.5","293","692",NA,"8","9","60","33","1.164","3.857","22",NA,"23376",NA,"574","32975",NA,"843"
"7218","F","41-50","13-15","Android Smartphone","1.75","278","627",NA,"8","9","63","34","1.271","4.051","23",NA,"19527",NA,"518","28193",NA,"739"
"7219","F","41-50","13-15","Android Smartphone","2","263","562",NA,"9","9","66","36","1.379","4.245","24",NA,"15677",NA,"463","23412",NA,"635"
"7220","F","41-50","13-15","Android Smartphone","2.25","247",NA,NA,"9","10","69",NA,"1.486","4.438",NA,NA,"11827",NA,"407","18630",NA,"531"
"7221","F","41-50","13-15","Android Smartphone","2.5","232",NA,NA,"10","10","72",NA,"1.593","4.632",NA,NA,"7977",NA,"351","13848",NA,"428"
"7222","F","41-50","13-15","Android Smartphone","2.75","217",NA,NA,"10","11","75",NA,"1.7","4.826",NA,NA,NA,NA,"296","9066",NA,"324"
"7223","F","41-50","13-15","Android Smartphone","3","201",NA,NA,"11",NA,"78",NA,"1.807","5.02",NA,NA,NA,NA,"240",NA,NA,"220"
"7224","F","41-50","13-15","Android Smartphone","3.25",NA,NA,NA,NA,NA,"81",NA,"1.915","5.214",NA,NA,NA,NA,"184",NA,NA,NA
"7225","F","41-50","13-15","Android Smartphone","3.5",NA,NA,NA,NA,NA,"84",NA,"2.022","5.408",NA,NA,NA,NA,NA,NA,NA,NA
"7226","F","41-50","13-15","Android Smartphone","3.75",NA,NA,NA,NA,NA,"88",NA,"2.129","5.602",NA,NA,NA,NA,NA,NA,NA,NA
"7227","F","41-50","13-15","Android Smartphone","4",NA,NA,NA,NA,NA,"91",NA,"2.236","5.796",NA,NA,NA,NA,NA,NA,NA,NA
"7228","F","41-50","13-15","iPhone","-4","588","2075","0.52",NA,NA,NA,"2",NA,NA,NA,NA,"109497",NA,"1810","138740","16","3157"
"7229","F","41-50","13-15","iPhone","-3.75","573","2010","0.55",NA,NA,NA,"4",NA,NA,NA,NA,"105647",NA,"1754","133958","16","3054"
"7230","F","41-50","13-15","iPhone","-3.5","558","1945","0.58",NA,NA,NA,"5",NA,"0.12",NA,NA,"101797",NA,"1698","129176","15","2950"
"7231","F","41-50","13-15","iPhone","-3.25","542","1880","0.61",NA,NA,"2","7",NA,"0.314",NA,NA,"97948",NA,"1643","124394","14","2846"
"7232","F","41-50","13-15","iPhone","-3","527","1814","0.64",NA,NA,"5","8",NA,"0.508",NA,NA,"94098","25","1587","119612","13","2743"
"7233","F","41-50","13-15","iPhone","-2.75","512","1749","0.66",NA,"2","8","9",NA,"0.702",NA,NA,"90248","23","1531","114830","12","2639"
"7234","F","41-50","13-15","iPhone","-2.5","496","1684","0.69",NA,"2","12","11",NA,"0.896",NA,NA,"86398","22","1475","110048","11","2535"
"7235","F","41-50","13-15","iPhone","-2.25","481","1618","0.72",NA,"3","15","12",NA,"1.089","6",NA,"82548","20","1420","105266","10","2432"
"7236","F","41-50","13-15","iPhone","-2","466","1553","0.75",NA,"3","18","14",NA,"1.283","7","6","78699","19","1364","100485","10","2328"
"7237","F","41-50","13-15","iPhone","-1.75","450","1488","0.77",NA,"4","21","15",NA,"1.477","8","8","74849","17","1308","95703","9","2224"
"7238","F","41-50","13-15","iPhone","-1.5","435","1423","0.8","2","4","24","16",NA,"1.671","9","9","70999","16","1253","90921","8","2121"
"7239","F","41-50","13-15","iPhone","-1.25","420","1357","0.83","3","4","27","18",NA,"1.865","10","10","67149","14","1197","86139","7","2017"
"7240","F","41-50","13-15","iPhone","-1","404","1292","0.86","3","5","30","19","0.079","2.059","11","12","63299","12","1141","81357","6","1913"
"7241","F","41-50","13-15","iPhone","-0.75","389","1227","0.89","4","5","33","21","0.187","2.253","12","13","59450","11","1086","76575","5","1810"
"7242","F","41-50","13-15","iPhone","-0.5","374","1162","0.91","4","6","36","22","0.294","2.447","13","15","55600","9","1030","71793","4","1706"
"7243","F","41-50","13-15","iPhone","-0.25","358","1096","0.94","5","6","39","23","0.401","2.641","14","16","51750","8","974","67011","3","1602"
"7244","F","41-50","13-15","iPhone","0","343","1031","0.97","5","6","42","25","0.508","2.835","15","17","47900","6","919","62229","3","1499"
"7245","F","41-50","13-15","iPhone","0.25","328","966","1","6","7","45","26","0.615","3.029","17","19","44050","5","863","57448","2","1395"
"7246","F","41-50","13-15","iPhone","0.5","312","900",NA,"6","7","49","28","0.723","3.223","18","20","40201","3","807","52666","1","1291"
"7247","F","41-50","13-15","iPhone","0.75","297","835",NA,"7","8","52","29","0.83","3.416","19","21","36351","2","752","47884","0","1187"
"7248","F","41-50","13-15","iPhone","1","282","770",NA,"7","8","55","30","0.937","3.61","20","23","32501","0","696","43102",NA,"1084"
"7249","F","41-50","13-15","iPhone","1.25","266","705",NA,"7","8","58","32","1.044","3.804","21","24","28651",NA,"640","38320",NA,"980"
"7250","F","41-50","13-15","iPhone","1.5","251","639",NA,"8","9","61","33","1.151","3.998","22",NA,"24801",NA,"585","33538",NA,"876"
"7251","F","41-50","13-15","iPhone","1.75","236","574",NA,"8","9","64","35","1.259","4.192","23",NA,"20952",NA,"529","28756",NA,"773"
"7252","F","41-50","13-15","iPhone","2","220","509",NA,"9","10","67",NA,"1.366","4.386",NA,NA,"17102",NA,"473","23974",NA,"669"
"7253","F","41-50","13-15","iPhone","2.25","205",NA,NA,"9","10","70",NA,"1.473","4.58",NA,NA,"13252",NA,"417","19192",NA,"565"
"7254","F","41-50","13-15","iPhone","2.5",NA,NA,NA,"10","10","73",NA,"1.58","4.774",NA,NA,"9402",NA,"362","14411",NA,"462"
"7255","F","41-50","13-15","iPhone","2.75",NA,NA,NA,"10","11","76",NA,"1.687","4.968",NA,NA,"5552",NA,"306","9629",NA,"358"
"7256","F","41-50","13-15","iPhone","3",NA,NA,NA,"11",NA,"79",NA,"1.795","5.162",NA,NA,NA,NA,"250",NA,NA,"254"
"7257","F","41-50","13-15","iPhone","3.25",NA,NA,NA,NA,NA,"82",NA,"1.902","5.356",NA,NA,NA,NA,"195",NA,NA,"151"
"7258","F","41-50","13-15","iPhone","3.5",NA,NA,NA,NA,NA,"86",NA,"2.009","5.55",NA,NA,NA,NA,NA,NA,NA,NA
"7259","F","41-50","13-15","iPhone","3.75",NA,NA,NA,NA,NA,"89",NA,"2.116","5.743",NA,NA,NA,NA,NA,NA,NA,NA
"7260","F","41-50","13-15","iPhone","4",NA,NA,NA,NA,NA,"92",NA,"2.223","5.937",NA,NA,NA,NA,NA,NA,NA,NA
"7261","F","41-50","13-15","iPad","-4","595","2032","0.52",NA,NA,NA,"2",NA,"0.058",NA,NA,"91944",NA,"1493","122315","16","2724"
"7262","F","41-50","13-15","iPad","-3.75","580","1967","0.54",NA,NA,NA,"4",NA,"0.252",NA,NA,"88094",NA,"1437","117533","15","2621"
"7263","F","41-50","13-15","iPad","-3.5","565","1901","0.57",NA,NA,"3","5",NA,"0.446",NA,NA,"84244",NA,"1381","112751","14","2517"
"7264","F","41-50","13-15","iPad","-3.25","549","1836","0.6",NA,NA,"6","7",NA,"0.64",NA,NA,"80395","24","1326","107969","13","2413"
"7265","F","41-50","13-15","iPad","-3","534","1771","0.63",NA,NA,"9","8",NA,"0.834",NA,NA,"76545","23","1270","103187","12","2310"
